"Time","Power","sm1","sm2","sm3","sm4","sm5","sm6","sm sum","temp1","temp2","temp3","temp4","temp5","temp6"
"09/13/2022 01:47:11","On","15.233","14.347","7.754","17.071","17.205","16.035","87.645","76.1234","76.8236","77.6696","78.1862","78.5138","78.935"
"09/13/2022 01:17:33","On","15.258","14.343","7.752","17.011","17.175","16.053","87.592","76.3988","77.0468","77.7182","78.3338","78.5606","78.6578"
"09/13/2022 00:47:52","On","15.294","14.362","7.731","16.952","17.179","16.057","87.575","76.6274","77.162","78.0026","78.3284","78.5138","78.7046"
"09/13/2022 00:18:11","On","15.322","14.388","7.724","16.912","17.166","16.068","87.58","76.8362","77.162","78.0494","78.3392","78.6074","78.7496"
"09/12/2022 23:48:31","On","15.358","14.377","7.717","16.841","17.158","16.068","87.519","76.9946","77.5346","78.0494","78.2546","78.5606","78.7874"
"09/12/2022 23:18:47","On","15.405","14.399","7.69","16.754","17.132","16.065","87.445","77.1314","77.5346","78.2402","78.2546","78.4184","78.7496"
"09/12/2022 22:49:07","On","15.441","14.392","7.671","16.671","17.132","16.065","87.372","77.4986","77.981","78.4292","78.2546","78.4184","78.6578"
"09/12/2022 22:19:26","On","15.484","14.414","7.649","16.569","17.132","16.068","87.316","77.8658","77.909","78.4292","78.3284","78.4184","78.6578"
"09/12/2022 21:49:44","On","15.53","14.403","7.621","16.448","17.136","16.072","87.21","78.233","78.2816","78.4292","78.4022","78.4184","78.6578"
"09/12/2022 21:20:06","On","15.581","14.403","7.583","16.354","17.132","16.072","87.125","78.5984","78.3284","78.4292","78.2708","78.4184","78.6578"
"09/12/2022 20:50:27","On","15.661","14.395","7.53","16.245","17.132","16.072","87.035","78.6902","78.656","78.4292","78.332","78.4184","78.6578"
"09/12/2022 20:20:46","On","15.74","14.392","7.465","16.16","17.145","16.091","86.993","79.1042","78.656","78.4292","78.1754","78.3716","78.4616"
"09/12/2022 19:51:06","On","15.813","14.373","7.382","16.102","17.158","16.106","86.934","79.3436","78.656","78.4292","78.1196","78.3716","78.4166"
"09/12/2022 19:21:27","On","15.915","14.324","7.293","16.118","17.162","16.106","86.918","79.7","78.656","78.4292","77.9234","78.1826","78.3338"
"09/12/2022 18:51:48","On","16.081","14.201","7.218","16.11","17.171","16.113","86.894","79.7","78.7028","78.467","77.9504","78.0872","78.287"
"09/12/2022 18:22:07","On","16.328","13.869","7.174","16.114","17.196","16.113","86.794","79.7558","78.8882","78.3338","77.9126","78.0404","78.359"
"09/12/2022 17:52:27","On","16.782","13.232","7.185","16.149","17.201","16.113","86.662","79.9952","79.0286","78.2402","77.7776","78.0404","78.323"
"09/12/2022 17:22:48","On","12.972","12.988","7.18","16.183","17.205","16.098","82.626","80.7638","79.0286","78.0494","77.693","78.0404","78.287"
"09/12/2022 16:53:05","On","12.884","12.984","7.194","16.211","17.222","16.098","82.593","80.9132","78.8882","77.8604","77.5886","77.936","78.323"
"09/12/2022 16:23:20","On","12.852","12.988","7.22","16.253","17.231","16.102","82.646","80.8556","78.6092","77.6696","77.3618","77.7578","78.287"
"09/12/2022 15:53:36","On","12.942","13.065","7.235","16.311","17.274","16.113","82.94","80.7296","78.3284","77.6696","77.306","77.7002","78.287"
"09/12/2022 15:23:56","On","12.968","13.09","7.271","16.358","17.282","16.117","83.086","80.7296","78.2258","77.432","77.2682","77.747","78.287"
"09/12/2022 14:54:13","On","13.027","13.15","7.291","16.397","17.295","16.136","83.296","80.627","77.909","77.2898","77.2682","77.6624","78.287"
"09/12/2022 14:24:31","On","13.111","13.218","7.326","16.428","17.304","16.147","83.534","80.3624","77.5346","76.91","77.171","77.6624","78.287"
"09/12/2022 13:54:45","On","13.245","13.307","7.342","16.494","17.321","16.166","83.875","79.9844","77.162","76.8632","76.964","77.6624","78.287"
"09/12/2022 13:25:01","On","13.38","13.39","7.38","16.537","17.334","16.185","84.206","79.6082","76.8704","76.5302","76.8902","77.6624","78.359"
"09/12/2022 12:55:15","On","13.522","13.469","7.4","16.569","17.347","16.2","84.507","78.9656","76.46","76.4348","76.964","77.6624","78.287"
"09/12/2022 12:25:30","On","13.676","13.541","7.429","16.62","17.36","16.208","84.834","78.278","76.2332","76.199","76.9352","77.7002","78.323"
"09/12/2022 11:55:48","On","13.783","13.599","7.443","16.639","17.377","16.23","85.071","77.8658","75.9002","76.1504","76.9172","77.7002","78.287"
"09/12/2022 11:26:04","On","13.914","13.661","7.454","16.659","17.39","16.246","85.324","77.1314","75.731","76.1504","77.009","77.6624","78.323"
"09/12/2022 10:56:22","On","14.046","13.737","7.465","16.691","17.399","16.261","85.599","76.3988","75.2936","76.1414","76.928","77.7092","78.287"
"09/12/2022 10:26:39","On","14.108","13.766","7.47","16.706","17.408","16.264","85.722","75.7562","75.3476","76.1882","77.009","77.7092","78.287"
"09/12/2022 09:57:00","On","14.145","13.777","7.476","16.718","17.416","16.264","85.796","75.38","75.0398","76.1504","76.8164","77.8982","78.287"
"09/12/2022 09:27:20","On","14.162","13.796","7.481","16.718","17.395","16.268","85.82","74.9678","75.0308","76.1504","77.0216","77.8982","78.3806"
"09/12/2022 08:57:39","On","14.165","13.796","7.49","16.73","17.408","16.264","85.853","74.7842","75.1046","76.1504","77.1998","77.9936","78.3338"
"09/12/2022 08:28:00","On","14.176","13.799","7.494","16.726","17.403","16.261","85.859","74.6366","75.0308","76.1504","77.1062","78.0404","78.323"
"09/12/2022 07:58:20","On","14.193","13.81","7.501","16.734","17.412","16.253","85.903","74.5358","75.2144","76.1504","77.306","78.0404","78.5192"
"09/12/2022 07:28:42","On","14.224","13.839","7.506","16.746","17.412","16.28","86.007","74.408","75.1982","76.1882","77.342","78.0404","78.5552"
"09/12/2022 06:59:02","On","14.213","13.828","7.497","16.754","17.425","16.261","85.978","74.3162","75.263","76.388","77.306","78.0404","78.3806"
"09/12/2022 06:29:21","On","14.22","13.825","7.501","16.793","17.425","16.268","86.032","74.5718","75.3674","76.4834","77.1188","78.0404","78.5642"
"09/12/2022 05:59:43","On","14.217","13.843","7.508","16.785","17.429","16.257","86.039","74.6726","75.461","76.5302","77.306","78.0404","78.647"
"09/12/2022 05:30:02","On","14.23","13.843","7.508","16.801","17.442","16.264","86.088","74.6366","75.6734","76.5788","77.3528","78.0404","78.6272"
"09/12/2022 05:00:23","On","14.224","13.825","7.515","16.801","17.447","16.264","86.076","74.957","75.8138","76.6724","77.3888","78.0782","78.6578"
"09/12/2022 04:30:43","On","14.241","13.85","7.506","16.801","17.455","16.268","86.121","74.9768","75.74","76.8146","77.3528","78.0404","78.5642"
"09/12/2022 04:01:03","On","14.248","13.858","7.512","16.805","17.46","16.264","86.147","75.2972","75.7508","76.91","77.4104","78.125","78.6578"
"09/12/2022 03:31:25","On","14.248","13.858","7.519","16.813","17.46","16.276","86.174","75.371","75.974","76.91","77.5994","78.0872","78.5912"
"09/12/2022 03:01:45","On","14.244","13.85","7.526","16.821","17.464","16.268","86.173","75.6644","76.0766","76.9478","77.6462","78.0872","78.6578"
"09/12/2022 02:32:05","On","14.244","13.861","7.533","16.829","17.473","16.272","86.212","75.7004","76.1144","76.9586","77.5724","78.0872","78.6578"
"09/12/2022 02:02:26","On","14.261","13.872","7.53","16.849","17.481","16.28","86.273","75.6644","76.1612","77.1476","77.6462","78.1826","78.638"
"09/12/2022 01:32:49","On","14.285","13.872","7.528","16.845","17.464","16.276","86.27","75.7004","76.3106","77.2898","77.6462","78.0872","78.6578"
"09/12/2022 01:03:09","On","14.292","13.869","7.526","16.856","17.468","16.276","86.287","75.848","76.451","77.243","77.693","78.0872","78.6578"
"09/12/2022 00:33:29","On","14.285","13.883","7.533","16.876","17.481","16.283","86.341","75.848","76.415","77.2898","77.7308","78.2762","78.6578"
"09/12/2022 00:03:49","On","14.299","13.883","7.54","16.864","17.473","16.28","86.339","76.1126","76.6004","77.3384","77.6264","78.2294","78.611"
"09/11/2022 23:34:10","On","14.299","13.883","7.542","16.876","17.49","16.28","86.37","76.352","76.7876","77.2898","77.6192","78.1826","78.6578"
"09/11/2022 23:04:31","On","14.326","13.898","7.537","16.864","17.49","16.287","86.402","76.4438","76.8236","77.6228","77.684","78.2294","78.5552"
"09/11/2022 22:34:49","On","14.32","13.883","7.537","16.864","17.512","16.287","86.403","76.8362","77.1152","77.6228","77.8262","78.1358","78.647"
"09/11/2022 22:05:12","On","14.333","13.894","7.542","16.892","17.516","16.31","86.487","77.0864","77.162","77.6696","77.6768","78.0872","78.5642"
"09/11/2022 21:35:35","On","14.34","13.913","7.542","16.9","17.52","16.302","86.517","77.1314","77.162","77.6696","77.9198","78.0782","78.4256"
"09/11/2022 21:05:58","On","14.337","13.898","7.546","16.9","17.525","16.314","86.52","77.4536","77.3006","77.6696","77.693","78.0404","78.287"
"09/11/2022 20:36:18","On","14.344","13.909","7.546","16.904","17.525","16.318","86.546","77.8658","77.5346","77.6696","77.6462","78.0404","78.3806"
"09/11/2022 20:06:38","On","14.351","13.92","7.546","16.896","17.529","16.321","86.563","78.233","77.5346","77.612","77.6462","78.0404","78.287"
"09/11/2022 19:36:58","On","14.357","13.928","7.555","16.908","17.533","16.314","86.595","78.5984","77.5346","77.6696","77.6354","78.0782","78.287"
"09/11/2022 19:07:16","On","14.395","13.931","7.567","16.904","17.538","16.325","86.66","78.6452","77.5346","77.4806","77.6732","78.0404","78.287"
"09/11/2022 18:37:35","On","14.399","13.931","7.564","16.92","17.542","16.321","86.677","78.7928","77.5706","77.2898","77.4464","77.9936","78.287"
"09/11/2022 18:07:53","On","14.461","13.957","7.562","16.936","17.551","16.321","86.788","78.6902","77.3384","77.2898","77.4842","77.9936","78.323"
"09/11/2022 17:38:09","On","14.527","13.975","7.558","16.948","17.564","16.325","86.897","78.5642","77.2088","77.2898","77.342","77.8046","78.323"
"09/11/2022 17:08:30","On","14.586","13.964","7.56","16.948","17.594","16.325","86.977","78.5984","77.162","77.1944","77.306","77.8406","78.287"
"09/11/2022 16:38:47","On","14.659","13.95","7.569","16.952","17.603","16.333","87.066","78.269","77.27","77.1944","77.342","77.7002","78.287"
"09/11/2022 16:09:09","On","14.756","13.913","7.564","16.975","17.616","16.329","87.153","78.0944","77.0684","77.1476","77.342","77.8316","78.323"
"09/11/2022 15:39:30","On","14.83","13.865","7.571","16.979","17.625","16.325","87.195","77.9108","77.1152","76.91","77.387","77.6624","78.287"
"09/11/2022 15:09:48","On","14.676","13.858","7.574","17.011","17.616","16.329","87.064","78.1862","76.955","76.91","77.2952","77.6624","78.323"
"09/11/2022 14:40:09","On","14.135","13.85","7.578","17.039","17.625","16.329","86.556","78.233","76.8236","76.91","77.0216","77.6624","78.2762"
"09/11/2022 14:10:28","On","14.087","13.843","7.603","17.059","17.651","16.329","86.572","78.233","76.7876","76.5302","76.928","77.7002","78.323"
"09/11/2022 13:40:48","On","14.084","13.847","7.608","17.079","17.66","16.321","86.599","78.233","76.5068","76.5302","76.964","77.6624","78.287"
"09/11/2022 13:11:10","On","14.084","13.872","7.633","17.103","17.668","16.325","86.685","78.269","76.415","76.2458","76.928","77.783","78.287"
"09/11/2022 12:41:28","On","14.087","13.894","7.644","17.123","17.673","16.325","86.746","78.1862","76.0766","76.1504","76.964","77.6624","78.3338"
"09/11/2022 12:11:44","On","14.125","13.935","7.653","17.151","17.681","16.318","86.863","77.6354","75.713","76.1882","76.9172","77.6624","78.4256"
"09/11/2022 11:41:58","On","14.265","13.979","7.669","17.191","17.699","16.34","87.143","77.0396","75.6734","76.1504","76.9172","77.6624","78.287"
"09/11/2022 11:12:15","On","14.381","14.034","7.683","17.227","17.712","16.344","87.381","76.352","75.4034","76.1414","76.9172","77.7092","78.323"
"09/11/2022 10:42:33","On","14.457","14.112","7.699","17.239","17.721","16.344","87.572","75.7364","75.1046","75.9506","76.9172","77.7578","78.4616"
"09/11/2022 10:12:55","On","14.492","14.101","7.71","17.267","17.716","16.321","87.607","75.371","74.993","76.0082","76.928","77.8316","78.5192"
"09/11/2022 09:43:14","On","14.513","14.116","7.708","17.275","17.703","16.302","87.617","74.9318","75.0668","76.0082","76.964","77.8514","78.5642"
"09/11/2022 09:13:36","On","14.558","14.131","7.713","17.287","17.725","16.306","87.72","74.7482","74.957","76.1504","76.9748","78.0404","78.6578"
"09/11/2022 08:43:56","On","14.547","14.119","7.72","17.303","17.725","16.31","87.724","74.6366","74.8814","76.1504","76.964","78.0404","78.6578"
"09/11/2022 08:14:18","On","14.586","14.134","7.733","17.324","17.734","16.299","87.81","74.3072","74.8544","76.1504","77.0684","78.0404","78.6938"
"09/11/2022 07:44:38","On","14.575","14.153","7.733","17.307","17.738","16.287","87.793","74.4512","75.0938","76.1504","77.2952","78.0404","78.6938"
"09/11/2022 07:14:59","On","14.589","14.16","7.747","17.34","17.747","16.291","87.874","74.2964","75.1406","76.1882","77.2952","78.0404","78.6938"
"09/11/2022 06:45:19","On","14.596","14.164","7.756","17.352","17.756","16.283","87.907","74.2694","75.0578","76.1504","77.2682","78.0404","78.6578"
"09/11/2022 06:15:39","On","14.606","14.186","7.763","17.356","17.769","16.272","87.952","74.3792","75.0308","76.1504","77.342","78.0404","78.6578"
"09/11/2022 05:45:58","On","14.613","14.209","7.766","17.384","17.76","16.264","87.996","74.2694","75.0668","76.3412","77.306","78.0872","78.6578"
"09/11/2022 05:16:18","On","14.627","14.216","7.763","17.396","17.76","16.264","88.026","74.2694","75.0398","76.5302","77.306","78.0872","78.7046"
"09/11/2022 04:46:38","On","14.645","14.197","7.772","17.412","17.76","16.257","88.043","74.3432","75.2738","76.5302","77.4464","78.314","78.7046"
"09/11/2022 04:16:58","On","14.659","14.216","7.782","17.404","17.769","16.246","88.076","74.3522","75.2936","76.5788","77.5886","78.3248","78.6578"
"09/11/2022 03:47:20","On","14.638","14.223","7.789","17.42","17.765","16.223","88.058","74.6636","75.5438","76.6724","77.6354","78.4184","78.7046"
"09/11/2022 03:17:40","On","14.673","14.223","7.782","17.441","17.765","16.223","88.107","74.7086","75.6662","76.8632","77.5256","78.4184","78.7964"
"09/11/2022 02:48:00","On","14.666","14.235","7.791","17.453","17.778","16.208","88.131","75.0758","75.704","76.91","77.5724","78.4076","78.8432"
"09/11/2022 02:18:20","On","14.686","14.261","7.798","17.469","17.778","16.174","88.166","74.9678","75.8066","76.91","77.6462","78.4184","78.89"
"09/11/2022 01:48:41","On","14.69","14.261","7.809","17.477","17.782","16.174","88.193","75.371","76.0676","76.9478","77.5724","78.4184","79.0646"
"09/11/2022 01:18:59","On","14.7","14.268","7.816","17.509","17.786","16.151","88.23","75.6554","76.0766","76.9586","77.5724","78.4184","78.9818"
"09/11/2022 00:49:18","On","14.711","14.279","7.816","17.517","17.786","16.129","88.238","75.6644","76.0766","76.9946","77.657","78.4184","78.9818"
"09/11/2022 00:19:36","On","14.728","14.291","7.809","17.542","17.795","16.121","88.286","75.839","76.1234","77.1944","77.7884","78.4184","78.9818"
"09/10/2022 23:49:55","On","14.735","14.294","7.819","17.517","17.795","16.106","88.266","75.9398","76.2746","77.243","77.7506","78.4562","79.0286"
"09/10/2022 23:20:17","On","14.746","14.306","7.828","17.546","17.8","16.087","88.313","76.0316","76.4042","77.2898","77.9558","78.4184","78.9818"
"09/10/2022 22:50:36","On","14.763","14.32","7.837","17.542","17.804","16.068","88.334","76.0316","76.415","77.2898","78.0116","78.4184","79.0286"
"09/10/2022 22:20:56","On","14.767","14.339","7.844","17.546","17.804","16.046","88.346","76.1234","76.487","77.2898","77.882","78.4184","79.0286"
"09/10/2022 21:51:20","On","14.784","14.332","7.853","17.566","17.8","16.027","88.362","76.4348","76.6004","77.2898","77.9666","78.4184","78.9818"
"09/10/2022 21:21:40","On","14.809","14.343","7.849","17.574","17.804","16.008","88.387","76.5266","76.7408","77.3852","77.9864","78.4922","79.0286"
"09/10/2022 20:52:00","On","14.812","14.362","7.867","17.59","17.808","15.986","88.425","76.7642","76.7876","77.3852","77.9504","78.4184","78.9818"
"09/10/2022 20:22:19","On","14.833","14.38","7.867","17.599","17.808","15.963","88.45","76.9478","76.8344","77.3384","77.9396","78.4184","78.9818"
"09/10/2022 19:52:38","On","14.84","14.392","7.874","17.595","17.808","15.933","88.442","77.1314","76.8344","77.4806","77.9036","78.4184","79.0088"
"09/10/2022 19:22:59","On","14.872","14.41","7.884","17.619","17.808","15.904","88.497","77.1314","76.9172","77.3852","77.8082","78.4562","79.0286"
"09/10/2022 18:53:20","On","14.893","14.41","7.888","17.619","17.804","15.877","88.491","77.27","76.7876","77.3384","77.9738","78.4184","79.0286"
"09/10/2022 18:23:41","On","14.925","14.429","7.888","17.615","17.804","15.851","88.512","77.315","76.8236","77.432","78.0134","78.4184","78.9818"
"09/10/2022 17:54:01","On","14.964","14.44","7.891","17.635","17.804","15.833","88.567","77.27","76.9082","77.3384","77.9666","78.4184","78.935"
"09/10/2022 17:24:19","On","14.995","14.448","7.888","17.619","17.804","15.803","88.557","77.1782","76.8236","77.3852","77.9288","78.4184","79.0286"
"09/10/2022 16:54:38","On","15.034","14.448","7.891","17.639","17.804","15.762","88.578","77.1314","76.7876","77.3384","77.8766","78.4184","78.9818"
"09/10/2022 16:24:57","On","15.084","14.44","7.886","17.643","17.804","15.729","88.586","77.1314","76.7876","77.3384","78.0134","78.4184","78.9818"
"09/10/2022 15:55:18","On","15.119","14.414","7.891","17.672","17.804","15.699","88.599","77.1314","76.928","77.432","77.7398","78.4184","78.935"
"09/10/2022 15:25:40","On","14.995","14.384","7.893","17.692","17.8","15.658","88.422","77.1314","76.928","77.3852","77.8424","78.4562","78.9818"
"09/10/2022 14:56:00","On","14.753","14.395","7.905","17.704","17.8","15.625","88.182","77.3618","76.928","77.2898","77.846","78.4184","78.9818"
"09/10/2022 14:26:20","On","14.774","14.395","7.918","17.729","17.791","15.599","88.206","77.4986","76.928","77.2898","77.7848","78.4562","79.0178"
"09/10/2022 13:56:39","On","14.805","14.433","7.928","17.753","17.786","15.558","88.263","77.4986","76.9748","77.2898","77.7614","78.4184","78.9836"
"09/10/2022 13:27:01","On","14.819","14.452","7.937","17.782","17.782","15.514","88.286","77.6354","76.928","77.3276","77.72","78.4184","79.0286"
"09/10/2022 12:57:18","On","14.84","14.478","7.942","17.802","17.773","15.474","88.309","77.8658","76.7876","77.243","77.693","78.4184","79.0286"
"09/10/2022 12:27:36","On","14.879","14.493","7.972","17.819","17.773","15.437","88.373","77.819","76.7876","77.1476","77.6084","78.4184","79.0286"
"09/10/2022 11:57:56","On","14.9","14.523","7.991","17.852","17.765","15.4","88.431","77.819","76.5446","77.0054","77.5724","78.4652","78.9818"
"09/10/2022 11:28:14","On","14.949","14.557","8","17.852","17.747","15.367","88.472","77.4986","76.415","76.91","77.7002","78.4184","78.971"
"09/10/2022 10:58:31","On","15.059","14.621","8.017","17.884","17.743","15.331","88.655","76.7642","76.3682","76.91","77.657","78.4184","79.0286"
"09/10/2022 10:28:50","On","15.119","14.644","8.028","17.889","17.725","15.294","88.699","76.3988","76.0766","76.91","77.5724","78.4184","79.0286"
"09/10/2022 09:59:13","On","15.137","14.655","8.036","17.921","17.703","15.254","88.706","76.352","76.1882","76.91","77.8154","78.4184","79.0286"
"09/10/2022 09:29:32","On","15.19","14.678","8.045","17.917","17.686","15.214","88.73","76.0766","76.1504","76.91","77.7002","78.4652","79.0646"
"09/10/2022 08:59:50","On","15.222","14.697","8.05","17.921","17.66","15.181","88.731","76.0316","76.0406","77.0522","77.873","78.5606","79.0286"
"09/10/2022 08:30:07","On","15.258","14.72","8.05","17.938","17.625","15.145","88.736","76.0316","76.0406","77.0054","77.8802","78.6074","79.0286"
"09/10/2022 08:00:27","On","15.333","14.728","8.052","17.934","17.59","15.109","88.746","75.92","76.0766","77.1944","77.9864","78.7028","79.0286"
"09/10/2022 07:30:46","On","15.383","14.747","8.054","17.93","17.546","15.073","88.733","75.839","76.1504","77.1944","78.0242","78.5606","79.1204"
